entrez_id	gene_name
1230	CCR1
84969	TOX2
57546	PDP2
112611	RWDD2A
123041	SLC24A4
163702	IFNLR1
4621	MYH3
4606	MYBPC2
11244	ZHX1
220988	HNRNPA3
10325	RRAGB
57452	GALNT16
1192	CLIC1
1572	CYP2F1
171392	ZNF675
140688	NOL4L
387338	NSUN4
115703	ARHGAP33
164045	HFM1
1593	CYP27A1
79603	CERS4
7728	ZNF175
10988	METAP2
283337	ZNF740
6602	SMARCD1
55299	BRIX1
51454	GULP1
54910	SEMA4C
2657	GDF1
23151	GRAMD4
388566	ZNF470
27284	SULT1B1
3705	ITPK1
23378	RRP8
9833	MELK
79626	TNFAIP8L2
10254	STAM2
5303	PIN4
8574	AKR7A2
136306	SVOPL
5192	PEX10
3769	KCNJ13
94103	ORMDL3
654254	ZNF732
729092	AGAP5
9972	NUP153
23114	NFASC
266812	NAP1L5
6367	CCL22
1632	ECI1
5829	PXN
130340	AP1S3
51009	DERL2
56246	MRAP
3945	LDHB
162466	PHOSPHO1
11151	CORO1A
55070	DET1
24150	TP53TG3
10058	ABCB6
339123	JMJD8
2048	EPHB2
8293	SERF1A
24144	TFIP11
22847	ZNF507
153396	TMEM161B
2267	FGL1
149428	BNIPL
54977	SLC25A38
255520	ELMOD2
25901	CCDC28A
4916	NTRK3
23762	OSBP2
114795	TMEM132B
214	ALCAM
100507290	ZNF865
136647	MPLKIP
55534	MAML3
8277	TKTL1
57493	HEG1
221091	LRRN4CL
55809	TRERF1
55722	CEP72
143879	KBTBD3
170589	GPHA2
129138	ANKRD54
80144	FRAS1
9352	TXNL1
9420	CYP7B1
10865	ARID5A
26503	SLC17A5
6337	SCNN1A
135458	HUS1B
55791	LRIF1
343637	RSPO4
11060	WWP2
6909	TBX2
149420	PDIK1L
11112	HIBADH
5860	QDPR
51710	ZNF44
155	ADRB3
284297	SSC5D
79763	ISOC2
159686	CFAP58
10713	USP39
5973	RENBP
130733	TMEM178A
2356	FPGS
7332	UBE2L3
27023	FOXB1
2917	GRM7
51535	PPHLN1
80274	SCUBE1
55274	PHF10
4504	MT3
3579	CXCR2
79648	MCPH1
64784	CRTC3
3963	LGALS7
80097	MZT2B
10631	POSTN
5354	PLP1
1952	CELSR2
148203	ZNF738
71	ACTG1
26246	OR2L2
55323	LARP6
3567	IL5
124997	WDR81
23787	MTCH1
54629	MINDY2
6881	TAF10
1768	DNAH6
55867	SLC22A11
65265	C8orf33
26287	ANKRD2
51073	MRPL4
2556	GABRA3
1645	AKR1C1
2792	GNGT1
5872	RAB13
345630	FBLL1
5128	CDK17
126917	IFFO2
9690	UBE3C
285613	RELL2
25904	CNOT10
10129	FRY
1968	EIF2S3
26232	FBXO2
9635	CLCA2
79012	CAMKV
1435	CSF1
5671	PSG3
1616	DAXX
10238	DCAF7
55333	SYNJ2BP
55198	APPL2
57135	DAZ4
6637	SNRPG
4799	NFX1
7137	TNNI3
89978	DPH6
390066	OR52D1
28987	NOB1
11004	KIF2C
58189	WFDC1
11230	PRAF2
6132	RPL8
55857	KIZ
2014	EMP3
1233	CCR4
29110	TBK1
51341	ZBTB7A
56477	CCL28
79733	E2F8
9422	ZNF264
164312	LRRN4
10808	HSPH1
30845	EHD3
493869	GPX8
5049	PAFAH1B2
9967	THRAP3
79699	ZYG11B
55142	HAUS2
54831	BEST2
1477	CSTF1
23243	ANKRD28
8811	GALR2
85406	DNAJC14
10644	IGF2BP2
51131	PHF11
8735	MYH13
1462	VCAN
54739	XAF1
23495	TNFRSF13B
111	ADCY5
3823	KLRC3
55105	GPATCH2
2295	FOXF2
112937	GLB1L3
55693	KDM4D
84984	CEP19
3055	HCK
116285	ACSM1
5349	FXYD3
283742	FAM98B
404785	POTEG
84419	C15orf48
152137	CCDC50
10945	KDELR1
3676	ITGA4
55777	MBD5
54414	SIAE
145173	B3GLCT
4733	DRG1
339105	PRSS53
84645	C22orf23
79366	HMGN5
10274	STAG1
2900	GRIK4
64427	TTC31
10481	HOXB13
3225	HOXC9
23096	IQSEC2
84861	KLHL22
50945	TBX22
2359	FPR3
9328	GTF3C5
5926	ARID4A
10953	TOMM34
1874	E2F4
23005	MAPKBP1
51222	ZNF219
8908	GYG2
6533	SLC6A6
10466	COG5
201456	FBXO15
80243	PREX2
3199	HOXA2
3799	KIF5B
84947	SERAC1
9338	TCEAL1
7153	TOP2A
152189	CMTM8
79649	MAP7D3
5335	PLCG1
260293	CYP4X1
125950	RAVER1
152273	FGD5
344905	ATP13A5
350383	GPR142
6003	RGS13
79675	FASTKD1
3183	HNRNPC
643680	MS4A4E
55357	TBC1D2
701	BUB1B
4236	MFAP1
3911	LAMA5
2194	FASN
3362	HTR6
26493	OR8B8
55103	RALGPS2
51128	SAR1B
199800	ADM5
79549	OR6J1
9203	ZMYM3
3251	HPRT1
11005	SPINK5
26212	OR2B6
10944	C11orf58
55738	ARFGAP1
9682	KDM4A
1677	DFFB
29969	MDFIC
6542	SLC7A2
27141	CIDEB
3998	LMAN1
10289	EIF1B
115795	FANCD2OS
29844	TFPT
1834	DSPP
10121	ACTR1A
57713	SFMBT2
7036	TFR2
374395	TMEM179B
56108	PCDHGA7
4284	MIP
387755	INSC
63036	CELA2A
347051	SLC10A5
29883	CNOT7
3431	SP110
51209	RAB9B
6782	HSPA13
148362	BROX
5827	PXMP2
145389	SLC38A6
91392	ZNF502
3219	HOXB9
79993	ELOVL7
390079	OR52E8
340371	NRBP2
6747	SSR3
284021	MILR1
5931	RBBP7
5031	P2RY6
53354	PANK1
58488	PCTP
9049	AIP
64799	IQCH
8613	PLPP3
92737	DNER
554	AVPR2
23623	RUSC1
292	SLC25A5
84230	LRRC8C
29781	NCAPH2
55007	FAM118A
84135	UTP15
256380	SCML4
84858	ZNF503
401251	SAPCD1
28960	DCPS
11163	NUDT4
63943	FKBPL
8402	SLC25A11
55644	OSGEP
127396	ZNF684
22885	ABLIM3
79023	NUP37
1478	CSTF2
9452	ITM2A
65988	ZNF747
283377	SPRYD4
2678	GGT1
10443	N4BP2L2
124783	SPATA32
2346	FOLH1
51657	STYXL1
10110	SGK2
57544	TXNDC16
3040	HBA2
79690	GAL3ST4
55153	SDAD1
145581	LRFN5
6253	RTN2
6913	TBX15
142680	SLC34A3
54915	YTHDF1
6482	ST3GAL1
26258	BLOC1S6
55721	IQCC
10926	DBF4
9603	NFE2L3
5557	PRIM1
28955	DEXI
113179	ADAT3
8446	DUSP11
2308	FOXO1
146849	CCDC42
4722	NDUFS3
55872	PBK
1729	DIAPH1
151887	CCDC80
4993	OR2C1
283463	MUC19
5770	PTPN1
129530	LYG1
10103	TSPAN1
259230	SGMS1
54555	DDX49
1258	CNGB1
81847	RNF146
1347	COX7A2
8761	PABPC4
79068	FTO
6603	SMARCD2
5361	PLXNA1
201514	ZNF584
84126	ATRIP
8987	STBD1
8544	PIR
148254	ZNF555
85474	LBX2
222658	KCTD20
146547	PRSS36
338339	CLEC4D
100188893	TOMM6
5277	PIGA
51277	DNAJC27
112817	HOGA1
101060301	HNRNPCL4
286128	ZFP41
84617	TUBB6
9371	KIF3B
9331	B4GALT6
9021	SOCS3
81786	TRIM7
51233	DRICH1
157310	PEBP4
135114	HINT3
7786	MAP3K12
4889	NPY5R
2697	GJA1
81928	CABLES2
5566	PRKACA
55922	NKRF
170302	ARX
55247	NEIL3
7428	VHL
613037	NPIPB13
283159	OR8D1
23169	SLC35D1
286204	CRB2
10042	HMGXB4
79441	HAUS3
60561	RINT1
64405	CDH22
728116	ZBTB8B
51582	AZIN1
9651	PLCH2
27243	CHMP2A
7114	TMSB4X
9255	AIMP1
1690	COCH
27125	AFF4
9416	DDX23
57728	WDR19
122618	PLD4
283149	BCL9L
9407	TMPRSS11D
79230	ZNF557
8061	FOSL1
3074	HEXB
23216	TBC1D1
653519	GPR89A
5992	RFX4
5837	PYGM
55920	RCC2
100287482	SMKR1
4674	NAP1L2
9350	CER1
124512	METTL23
60529	ALX4
4296	MAP3K11
9121	SLC16A5
54765	TRIM44
5462	POU5F1B
54681	P4HTM
84437	MSANTD4
6813	STXBP2
23524	SRRM2
41	ASIC1
285025	CCDC141
2805	GOT1
10379	IRF9
9801	MRPL19
201780	SLC10A4
2844	GPR21
9689	BZW1
5955	RCN2
55144	LRRC8D
2529	FUT7
22908	SACM1L
58513	EPS15L1
5216	PFN1
22898	DENND3
10521	DDX17
84445	LZTS2
6419	SETMAR
133418	EMB
11280	SCN11A
58524	DMRT3
54677	CROT
158798	AKAP14
710	SERPING1
51255	RNF181
5784	PTPN14
1756	DMD
23108	RAP1GAP2
161424	NOP9
51751	HIGD1B
55208	DCUN1D2
256076	COL6A5
81794	ADAMTS10
29952	DPP7
81037	CLPTM1L
23387	SIK3
10654	PMVK
646892	SH2D7
896	CCND3
83661	MS4A8
2195	FAT1
404037	HAPLN4
80013	MINDY3
84749	USP30
81578	COL21A1
4524	MTHFR
3949	LDLR
2134	EXTL1
9148	NEURL1
54968	TMEM70
55683	KANSL3
2996	GYPE
84779	NAA11
54700	RRN3
10692	RRH
5553	PRG2
57156	TMEM63C
2209	FCGR1A
7130	TNFAIP6
8455	ATRN
55626	AMBRA1
201799	TMEM154
6314	ATXN7
133383	SETD9
374659	HDDC3
10287	RGS19
2838	GPR15
85358	SHANK3
27044	SND1
84332	DYDC2
90381	TICRR
55068	ENOX1
7498	XDH
23405	DICER1
339230	CCDC137
142891	SAMD8
84624	FNDC1
399909	PCNX3
79000	AUNIP
54209	TREM2
57654	UVSSA
165679	SPTSSB
83416	FCRL5
2812	GP1BB
4299	AFF1
1134	CHRNA1
4193	MDM2
332	BIRC5
5028	P2RY1
80036	TRPM3
55501	CHST12
1513	CTSK
8309	ACOX2
4134	MAP4
10564	ARFGEF2
1368	CPM
168455	CCDC71L
130355	C2orf76
3563	IL3RA
441457	NUTM2G
5163	PDK1
80742	PRR3
6527	SLC5A4
2319	FLOT2
10936	GPR75
348654	GEN1
149041	RC3H1
8048	CSRP3
23057	NMNAT2
284040	CDRT4
151230	KLHL23
382	ARF6
9687	GREB1
84221	SPATC1L
22823	MTF2
164284	APCDD1L
27288	RBMXL2
51522	TMEM14C
8940	TOP3B
51654	CDK5RAP1
7381	UQCRB
51306	FAM13B
58538	MPP4
54344	DPM3
23636	NUP62
132160	PPM1M
23635	SSBP2
3852	KRT5
164118	TTC24
64135	IFIH1
84466	MEGF10
64689	GORASP1
116238	TLCD1
78990	OTUB2
7314	UBB
79144	PPDPF
55258	THNSL2
94121	SYTL4
10800	CYSLTR1
1028	CDKN1C
11131	CAPN11
80830	APOL6
55713	ZNF334
4750	NEK1
23019	CNOT1
8748	ADAM20
256126	SYCE2
116028	RMI2
84619	ZGPAT
57477	SHROOM4
7070	THY1
56104	PCDHGB1
10562	OLFM4
131405	TRIM71
124245	ZC3H18
10257	ABCC4
4795	NFKBIL1
6757	SSX2
2033	EP300
4608	MYBPH
2530	FUT8
10614	HEXIM1
11197	WIF1
4303	FOXO4
10437	IFI30
2487	FRZB
10352	WARS2
3987	LIMS1
56342	PPAN
59352	LGR6
51177	PLEKHO1
64840	PORCN
2767	GNA11
79607	FAM118B
55008	HERC6
83882	TSPAN10
10518	CIB2
1960	EGR3
3217	HOXB7
124565	SLC38A10
57531	HACE1
10749	KIF1C
51292	GMPR2
84229	DRC7
1945	EFNA4
79908	BTNL8
414152	C10orf105
26084	ARHGEF26
84071	ARMC2
6659	SOX4
5919	RARRES2
8805	TRIM24
10572	SIVA1
60675	PROK2
81558	FAM117A
100129480	MKRN2OS
64786	TBC1D15
5544	PRB3
839	CASP6
57649	PHF12
100507055	LRCOL1
100129583	FAM47E
27113	BBC3
57446	NDRG3
56180	MOSPD1
79727	LIN28A
9553	MRPL33
79744	ZNF419
3695	ITGB7
84705	GTPBP3
5027	P2RX7
51524	TMEM138
152579	SCFD2
51332	SPTBN5
9738	CCP110
84081	NSRP1
1655	DDX5
114883	OSBPL9
728833	FAM72D
92126	DSEL
9362	CPNE6
6338	SCNN1B
8507	ENC1
274	BIN1
27120	DKKL1
124936	CYB5D2
22954	TRIM32
7187	TRAF3
9256	TSPOAP1
1551	CYP3A7
891	CCNB1
11198	SUPT16H
6634	SNRPD3
3659	IRF1
7469	NELFA
5525	PPP2R5A
91012	CERS5
120065	OR5P2
85013	TMEM128
4602	MYB
83889	WDR87
79258	MMEL1
23334	SZT2
3699	ITIH3
57463	AMIGO1
729978	NPIPB2
55742	PARVA
79776	ZFHX4
2170	FABP3
145282	MIPOL1
57623	ZFAT
28954	REM1
4035	LRP1
11214	AKAP13
84919	PPP1R15B
2875	GPT
283284	IGSF22
2281	FKBP1B
57465	TBC1D24
84665	MYPN
8225	GTPBP6
56128	PCDHB8
2705	GJB1
5108	PCM1
548593	SLX1A
26251	KCNG2
1647	GADD45A
121340	SP7
128240	NAXE
10574	CCT7
4626	MYH8
84790	TUBA1C
55957	LIN37
8416	ANXA9
5093	PCBP1
778	CACNA1F
6507	SLC1A3
92370	PXYLP1
140947	DCANP1
23020	SNRNP200
55181	SMG8
10266	RAMP2
9401	RECQL4
8891	EIF2B3
51004	COQ6
55131	RBM28
5532	PPP3CB
51566	ARMCX3
5395	PMS2
54108	CHRAC1
3360	HTR4
10320	IKZF1
79886	CAAP1
57484	RNF150
123920	CMTM3
138009	DCAF4L2
4625	MYH7
54965	PIGX
392	ARHGAP1
256051	ZNF549
23054	NCOA6
93627	TBCK
4436	MSH2
51669	SARAF
10966	RAB40B
25924	MYRIP
4904	YBX1
6596	HLTF
54431	DNAJC10
55304	SPTLC3
53942	CNTN5
2914	GRM4
83439	TCF7L1
3232	HOXD3
133396	IL31RA
55715	DOK4
1537	CYC1
114904	C1QTNF6
120796	OR56A1
7994	KAT6A
23514	SPIDR
55154	MSTO1
8831	SYNGAP1
131965	METTL6
26145	IRF2BP1
90639	COX19
64319	FBRS
64781	CERK
6424	SFRP4
55272	IMP3
85458	DIXDC1
653427	FOXD4L5
54518	APBB1IP
84824	FCRLA
130916	MTERF4
10397	NDRG1
56964	WDR93
6526	SLC5A3
51593	SRRT
57685	CACHD1
65083	NOL6
5524	PTPA
64577	ALDH8A1
26135	SERBP1
408	ARRB1
427	ASAH1
1295	COL8A1
5326	PLAGL2
11052	CPSF6
338322	NLRP10
3977	LIFR
374403	TBC1D10C
1009	CDH11
201633	TIGIT
59307	SIGIRR
5635	PRPSAP1
943	TNFRSF8
7277	TUBA4A
57536	KIAA1328
136263	SSMEM1
29015	SLC43A3
23390	ZDHHC17
8874	ARHGEF7
4851	NOTCH1
1051	CEBPB
9411	ARHGAP29
162417	NAGS
220416	LRRC63
5756	TWF1
83549	UCK1
22829	NLGN4Y
7139	TNNT2
5721	PSME2
29766	TMOD3
92304	SCGB3A1
146556	C16orf89
132299	OCIAD2
25759	SHC2
5019	OXCT1
4224	MEP1A
9361	LONP1
27340	UTP20
4745	NELL1
9823	ARMCX2
54940	OCIAD1
23255	MTCL1
5514	PPP1R10
25970	SH2B1
26059	ERC2
2224	FDPS
3752	KCND3
84926	SPRYD3
80209	PROSER1
4882	NPR2
5970	RELA
160851	DGKH
283385	MORN3
347454	SOWAHD
344657	LRRIQ4
102157402	AK6
537	ATP6AP1
9262	STK17B
55861	DBNDD2
5001	ORC5
8777	MPDZ
10097	ACTR2
163051	ZNF709
84700	MYO18B
5800	PTPRO
79903	NAA60
401399	PRRT4
92017	SNX29
55083	KIF26B
55681	SCYL2
64951	MRPS24
55709	KBTBD4
23135	KDM6B
64764	CREB3L2
135295	SRSF12
10430	TMEM147
8483	CILP
375444	C5orf34
196441	ZFC3H1
2829	XCR1
767	CA8
9271	PIWIL1
120400	NXPE1
79755	ZNF750
196403	DTX3
56904	SH3GLB2
5935	RBM3
7201	TRHR
84258	SYT3
873	CBR1
2796	GNRH1
255231	MCOLN2
23090	ZNF423
84929	FIBCD1
5617	PRL
23415	KCNH4
7415	VCP
57509	MTUS1
387748	OR56B1
4145	MATK
3985	LIMK2
5715	PSMD9
5010	CLDN11
55213	RCBTB1
55801	IL26
11079	RER1
6431	SRSF6
2887	GRB10
81888	HYI
168620	BHLHA15
9880	ZBTB39
79838	TMC5
92565	FANK1
64446	DNAI2
22880	MORC2
10286	BCAS2
57709	SLC7A14
51372	TMA7
5584	PRKCI
6538	SLC6A11
128346	C1orf162
114905	C1QTNF7
2977	GUCY1A2
22821	RASA3
80152	CENPT
56888	KCMF1
9319	TRIP13
4130	MAP1A
400	ARL1
64091	POPDC2
388228	SBK1
3309	HSPA5
115	ADCY9
84059	ADGRV1
5026	P2RX5
8508	NIPSNAP1
80304	WDCP
54511	HMGCLL1
10139	ARFRP1
6047	RNF4
23214	XPO6
54903	MKS1
84173	ELMOD3
347517	RAB41
60496	AASDHPPT
152206	CCDC13
7704	ZBTB16
83851	SYT16
206412	C6orf163
6792	CDKL5
84650	EBPL
8736	MYOM1
143458	LDLRAD3
79165	LENG1
27248	ERLEC1
10435	CDC42EP2
80139	ZNF703
4790	NFKB1
50613	UBQLN3
341640	FREM2
9928	KIF14
306	ANXA3
8491	MAP4K3
4170	MCL1
84077	C3orf20
135946	OR6B1
4752	NEK3
51585	PCF11
80705	TSGA10
2077	ERF
10410	IFITM3
4205	MEF2A
6613	SUMO2
10319	LAMC3
51284	TLR7
93587	TRMT10A
55365	TMEM176A
53373	TPCN1
1004	CDH6
133	ADM
83999	KREMEN1
3709	ITPR2
92999	ZBTB47
24146	CLDN15
2790	GNG10
57568	SIPA1L2
11245	GPR176
249	ALPL
392391	OR5C1
55810	FOXJ2
54663	WDR74
57542	KLHL42
4361	MRE11
144809	FAM216B
6535	SLC6A8
83932	SPRTN
124944	C17orf49
254048	UBN2
283600	SLC25A47
90362	FAM110B
2968	GTF2H4
6304	SATB1
10283	CWC27
2856	GPR33
9662	CEP135
80005	DOCK5
6133	RPL9
339665	SLC35E4
63035	BCORL1
220359	TIGD3
1370	CPN2
10123	ARL4C
140901	STK35
347902	AMIGO2
55787	TXLNG
7779	SLC30A1
79714	CCDC51
875	CBS
1308	COL17A1
10554	AGPAT1
2619	GAS1
137964	GPAT4
54799	MBTD1
113878	DTX2
389206	BEND4
7286	TUFT1
286410	ATP11C
10172	ZNF256
27097	TAF5L
130502	TTC32
2746	GLUD1
10336	PCGF3
1201	CLN3
53981	CPSF2
55217	TMLHE
8406	SRPX
9439	MED23
80230	RUFY1
284312	ZSCAN1
147991	DPY19L3
123355	LRRC28
64802	NMNAT1
5537	PPP6C
4200	ME2
9883	POM121
4285	MIPEP
6497	SKI
85461	TANC1
113402	SFT2D1
645121	CCNI2
126321	MFSD12
1947	EFNB1
5110	PCMT1
412	STS
253582	TMEM244
205564	SENP5
121214	SDR9C7
137492	VPS37A
728118	NUTM2A
133746	JMY
66005	CHID1
10766	TOB2
255101	CFAP65
10678	B3GNT2
10671	DCTN6
144455	E2F7
6698	SPRR1A
10840	ALDH1L1
100132994	CXorf49B
3142	HLX
55466	DNAJA4
2782	GNB1
10127	ZNF263
10331	B3GNT3
9785	DHX38
347148	QRFP
81392	OR2AE1
11165	NUDT3
10613	ERLIN1
84193	SETD3
7078	TIMP3
58191	CXCL16
2491	CENPI
125150	ZSWIM7
124454	EARS2
285596	FAM153A
170961	ANKRD24
1757	SARDH
284309	ZNF776
26022	TMEM98
6370	CCL25
2644	GCHFR
3557	IL1RN
6473	SHOX
143872	ARHGAP42
1890	TYMP
1621	DBH
26284	ERAL1
51335	NGRN
81839	VANGL1
79871	RPAP2
84062	DTNBP1
7421	VDR
7417	VDAC2
10856	RUVBL2
22992	KDM2A
29904	EEF2K
389289	ANXA2R
79990	PLEKHH3
5300	PIN1
127247	ASB17
51601	LIPT1
55234	SMU1
84002	B3GNT5
55316	RSAD1
93663	ARHGAP18
256764	WDR72
112812	FDX2
284958	NT5DC4
6472	SHMT2
117156	SCGB3A2
126326	GIPC3
388323	GLTPD2
54434	SSH1
9034	CCRL2
327657	SERPINA9
6626	SNRPA
10928	RALBP1
9846	GAB2
1043	CD52
84941	HSH2D
56893	UBQLN4
51706	CYB5R1
388799	FAM209B
80342	TRAF3IP3
26235	FBXL4
388649	C1orf146
8927	BSN
257397	TAB3
3205	HOXA9
401024	FSIP2
23580	CDC42EP4
29088	MRPL15
50853	VILL
257236	CCDC96
57761	TRIB3
79684	MSANTD2
9133	CCNB2
85019	TMEM241
4600	MX2
23325	WASHC4
9342	SNAP29
51163	DBR1
4920	ROR2
26003	GORASP2
152789	JAKMIP1
1374	CPT1A
54860	MS4A12
8590	OR6A2
57118	CAMK1D
2709	GJB5
1627	DBN1
10979	FERMT2
100128071	FAM229A
100310812	SPDYE2B
65084	TMEM135
54836	BSPRY
100820829	MYZAP
100129278	TDRD15
64960	MRPS15
57062	DDX24
8622	PDE8B
80746	TSEN2
23041	MON2
201725	C4orf46
23327	NEDD4L
10933	MORF4L1
5782	PTPN12
162494	RHBDL3
79624	ARMT1
79796	ALG9
64598	MOSPD3
1605	DAG1
7482	WNT2B
8634	RTCA
2823	GPM6A
1750	DLX6
7940	LST1
56130	PCDHB6
125111	GJD3
7052	TGM2
79086	SMIM7
23647	ARFIP2
79955	PDZD7
552	AVPR1A
5332	PLCB4
79767	ELMO3
126353	MISP
225689	MAPK15
56109	PCDHGA6
390927	ZNF793
23203	PMPCA
51119	SBDS
7040	TGFB1
286451	YIPF6
3292	HSD17B1
90780	PYGO2
22884	WDR37
60558	GUF1
10489	LRRC41
219968	OR5B21
1118	CHIT1
23604	DAPK2
9728	SECISBP2L
23052	ENDOD1
113457	TUBA3D
65062	TMEM237
3976	LIF
83742	MARVELD1
254973	OR1L4
51400	PPME1
123228	SENP8
54505	DHX29
2915	GRM5
91752	ZNF804A
10599	SLCO1B1
51534	VTA1
10567	RABAC1
116541	MRPL54
50506	DUOX2
55770	EXOC2
919	CD247
7433	VIPR1
55030	FBXO34
23133	PHF8
22876	INPP5F
643338	C15orf62
219855	SLC37A2
339344	MYPOP
4692	NDN
84340	GFM2
9766	SUSD6
7871	SLMAP
53632	PRKAG3
10014	HDAC5
2803	GOLGA4
80122	MAP3K19
55714	TENM3
8425	LTBP4
22795	NID2
84873	ADGRG7
51666	ASB4
55788	LMBRD1
3621	ING1
9639	ARHGEF10
6050	RNH1
478	ATP1A3
4634	MYL3
266743	NPAS4
585	BBS4
905	CCNT2
9381	OTOF
6193	RPS5
3274	HRH2
60526	LDAH
11031	RAB31
22861	NLRP1
5194	PEX13
51206	GP6
100861412	FSBP
6875	TAF4B
10625	IVNS1ABP
1675	CFD
27229	TUBGCP4
134285	TMEM171
80014	WWC2
55095	SAMD4B
8526	DGKE
197257	LDHD
149076	ZNF362
55140	ELP3
441631	TSPAN11
11178	LZTS1
116447	TOP1MT
285267	ZNF619
85329	LGALS12
135941	OR2A14
200916	RPL22L1
1195	CLK1
55739	NAXD
728	C5AR1
3485	IGFBP2
10399	RACK1
5191	PEX7
1893	ECM1
56111	PCDHGA4
5725	PTBP1
1286	COL4A4
5707	PSMD1
2921	CXCL3
23708	GSPT2
4323	MMP14
4018	LPA
11074	TRIM31
10202	DHRS2
90102	PHLDB2
123775	C16orf46
5193	PEX12
1973	EIF4A1
9790	BMS1
50831	TAS2R3
79807	GSTCD
56943	ENY2
6873	TAF2
66002	CYP4F12
114805	GALNT13
100130958	SYCE1L
65220	NADK
5586	PKN2
7454	WAS
57210	SLC45A4
6252	RTN1
22820	COPG1
152815	THAP6
64770	CCDC14
2528	FUT6
7094	TLN1
467	ATF3
441308	OR4F21
29896	TRA2A
55634	KRBOX4
94160	ABCC12
3948	LDHC
153769	SH3RF2
254552	NUDT8
285521	COX18
9879	DDX46
722	C4BPA
80763	SPX
54886	PLPPR1
89887	ZNF628
5422	POLA1
100272147	CMC4
80021	TMEM62
3600	IL15
147699	PPM1N
283489	CHAMP1
51271	UBAP1
84634	KISS1R
84281	C2orf88
140838	NANP
345895	RSPH4A
53838	C11orf24
11274	USP18
55972	SLC25A40
79075	DSCC1
165140	OXER1
80223	RAB11FIP1
10900	RUNDC3A
134218	DNAJC21
123722	FSD2
1270	CNTF
51451	LCMT1
55114	ARHGAP17
728130	NUTM2D
8471	IRS4
486	FXYD2
23373	CRTC1
155382	VPS37D
79735	TBC1D17
85014	TMEM141
64386	MMP25
51001	MTERF3
7980	TFPI2
375791	CYSRT1
150946	GAREM2
51264	MRPL27
23682	RAB38
9702	CEP57
3476	IGBP1
2802	GOLGA3
59351	PBOV1
283726	SAXO2
56897	WRNIP1
23464	GCAT
10586	MAB21L2
54793	KCTD9
57512	GPR158
100128731	OST4
9493	KIF23
3815	KIT
22850	ADNP2
30819	KCNIP2
10975	UQCR11
3231	HOXD1
5644	PRSS1
84217	ZMYND12
284759	SIRPB2
2998	GYS2
1431	CS
246175	CNOT6L
3357	HTR2B
9620	CELSR1
55324	ABCF3
1800	DPEP1
757	TMEM50B
55915	LANCL2
4775	NFATC3
51263	MRPL30
130827	TMEM182
57117	INTS12
6616	SNAP25
51321	AMZ2
8801	SUCLG2
10505	SEMA4F
51142	CHCHD2
28998	MRPL13
8460	TPST1
84314	TMEM107
100506164	HSFX1
7082	TJP1
130749	CPO
6258	RXRG
1803	DPP4
4811	NID1
54543	TOMM7
219578	ZNF804B
29765	TMOD4
91057	CCDC34
1662	DDX10
51744	CD244
9891	NUAK1
114800	CCDC85A
57605	PITPNM2
10413	YAP1
403	ARL3
6005	RHAG
1002	CDH4
79820	CATSPERB
10236	HNRNPR
10059	DNM1L
56900	TMEM167B
4792	NFKBIA
226	ALDOA
57558	USP35
11187	PKP3
10248	POP7
11259	FILIP1L
57348	TTYH1
5304	PIP
338321	NLRP9
22915	MMRN1
9025	RNF8
11183	MAP4K5
57447	NDRG2
6697	SPR
152110	NEK10
54941	RNF125
641455	POTEM
55102	ATG2B
146223	CMTM4
283455	KSR2
112770	GLMP
348487	FAM131C
284439	SLC25A42
7041	TGFB1I1
11012	KLK11
8497	PPFIA4
5994	RFXAP
23729	SHPK
6911	TBX6
57549	IGSF9
7327	UBE2G2
57569	ARHGAP20
9600	PITPNM1
8503	PIK3R3
23420	NOMO1
338	APOB
55629	PNRC2
5884	RAD17
990	CDC6
10265	IRX5
11143	KAT7
684	BST2
29926	GMPPA
9332	CD163
645619	AK4P3
55502	HES6
157777	MCMDC2
79622	SNRNP25
7087	ICAM5
799	CALCR
79412	KREMEN2
254359	ZDHHC24
60678	EEFSEC
27039	PKD2L2
56253	CRTAM
3836	KPNA1
54802	TRIT1
2957	GTF2A1
1269	CNR2
54734	RAB39A
2354	FOSB
9900	SV2A
2627	GATA6
728492	SERF1B
6376	CX3CL1
7477	WNT7B
6203	RPS9
8530	CST7
9459	ARHGEF6
3032	HADHB
9527	GOSR1
80133	MROH9
114884	OSBPL10
6777	STAT5B
8685	MARCO
90007	MIDN
83590	TMUB1
200958	MUC20
6414	SELENOP
6160	RPL31
717	C2
6948	TCN2
79639	TMEM53
4613	MYCN
55784	MCTP2
3594	IL12RB1
57191	VN1R1
23710	GABARAPL1
8581	LY6D
341346	SMCO2
282973	JAKMIP3
100130302	SUPT20HL1
51754	TMEM8B
2215	FCGR3B
10096	ACTR3
121793	TEX29
4012	LNPEP
4151	MB
146227	BEAN1
54212	SNTG1
6469	SHH
56935	SMCO4
81034	SLC25A32
1557	CYP2C19
441161	OOEP
56203	LMOD3
6618	SNAPC2
347734	SLC35B2
84911	ZNF382
6209	RPS15
116372	LYPD1
23	ABCF1
8975	USP13
22950	SLC4A1AP
84243	ZDHHC18
150275	CCDC117
9343	EFTUD2
79005	SCNM1
374969	SVBP
26065	LSM14A
54437	SEMA5B
54520	CCDC93
11124	FAF1
63923	TNN
7093	TLL2
8912	CACNA1H
8539	API5
7372	UMPS
23389	MED13L
10114	HIPK3
64763	ZNF574
100289635	ZNF605
9798	IST1
